id,name,host_id,host_name,host_since,host_location,host_response_time,host_is_superhost,neighbourhood_cleansed,neighbourhood_group,latitude,longitude,room_type,accommodates,price,minimum_nights,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,reviews_per_month,host_location,availability_365
25983598,"UChicago, Lake, Sci Museum | Gym + W&D | Zencity",47172572,Zencity,10/22/2015,"Chicago, IL",within an hour,f,Hyde Park,,41.79559,-87.58058,Entire home/apt,3,113,2,160,6/24/2018,3/13/2023,4.6,4.81,4.54,4.79,4.74,4.89,4.56,R18000099688,2.77,"Chicago, IL",307
53862246,Cozy Vintage Stay,436294967,DeAndre,12/16/2021,Unknown,within a day,f,West Ridge,,41.98996,-87.69948,Entire home/apt,4,85,2,1,1/2/2022,1/2/2022,5,5,5,5,5,5,5,R19000048109,0.07,,307
19658989,ITALIAN garden apt/kids friendly/great location!!,125840045,Viviana,4/14/2017,"Chicago, IL",within an hour,t,Irving Park,,41.9552,-87.73908,Entire home/apt,5,80,2,266,8/4/2017,3/13/2023,4.75,4.83,4.85,4.94,4.94,4.83,4.77,R22000091464,3.89,"Chicago, IL",307
7.35E+17,Cozy 1 bedroom to rent with patio,459453759,Chandra,5/16/2022,Unknown,within an hour,f,Douglas,,41.84524,-87.62685,Private room,2,80,1,1,10/17/2022,10/17/2022,5,5,5,5,5,5,5,R22000090213,0.19,,307
33559534,Serene and  and wholistic place with the garden.,14285530,Mai,4/14/2014,"Chicago, IL",within an hour,t,Albany Park,,41.96143,-87.72214,Private room,2,65,2,59,4/13/2019,1/31/2023,4.88,4.92,4.95,4.88,4.88,4.83,4.88,R19000040379,1.23,"Chicago, IL",307
7.62E+17,Large BR w/ King Bed + Bathroom,436959191,Yan Na,12/21/2021,Unknown,within an hour,f,Bridgeport,,41.84735,-87.64666,Private room,2,60,1,6,11/27/2022,1/1/2023,4.5,5,4.83,4.83,5,4.33,4.5,R22000080118,1.59,,307
6.67E+17,Modern Designer Downtown 5-Level Home with Rooftop,71488,Doug,1/18/2010,"Chicago, IL",within an hour,t,West Town,,41.89753516,-87.65694978,Entire home/apt,10,787,2,8,10/3/2022,1/1/2023,5,5,5,5,4.88,4.75,5,R22000086201,1.43,"Chicago, IL",308
49382066,Perfect 4 Bedroom/3 Bath in the HEART of Old Town,6341314,Pillowhead,5/11/2013,"Chicago, IL",within an hour,t,Near North Side,,41.9081,-87.63544,Entire home/apt,13,571,2,34,5/23/2021,2/26/2023,4.94,4.97,4.97,4.94,4.91,5,4.79,R22000085409,1.53,"Chicago, IL",308
47314728,Luxurious & Artsy Condo in Bucktown - 4 Bed/3 Bath,1270032,Jen,10/9/2011,"Chicago, IL",within an hour,t,Logan Square,,41.91483,-87.68923,Entire home/apt,10,545,2,33,6/13/2021,11/27/2022,5,5,5,5,5,4.94,4.88,R22000076745,1.53,"Chicago, IL",308
5.85E+17,Stylish 5BR/3BA - 2 Units - 2 Kitchens + Parking!,450062061,Jacob,3/17/2022,Unknown,within an hour,f,Humboldt Park,,41.91288,-87.70872,Entire home/apt,10,342,3,15,4/13/2022,2/10/2023,4.2,4.2,4.6,4.67,4.8,4.53,4.13,R22000078499,1.32,,308
54151749,Cozy 4 BdRm 7 Bd House near Hyde Park!,227676316,Derek,11/26/2018,"Chicago, IL",within an hour,t,Woodlawn,,41.77474,-87.59296,Entire home/apt,10,325,1,22,5/22/2022,2/26/2023,4.82,4.86,4.73,4.91,4.91,4.82,4.86,R22000082725,2.19,"Chicago, IL",308
52189452,Spacious & Sleek- 4BD/2.5BA -Logan Square Chicago,15449398,Zohra,5/13/2014,"Chicago, IL",within an hour,f,West Town,,41.91264,-87.69831,Entire home/apt,10,278,3,41,9/21/2021,3/12/2023,4.73,4.8,4.83,4.85,4.85,4.88,4.78,R22000088127,2.26,"Chicago, IL",308
46940257,Gritty Chic River North -- ACME Hotel,176229376,Acme,3/2/2018,Unknown,within an hour,t,Near North Side,,41.892208,-87.627495,Private room,2,229,1,89,1/1/2021,1/5/2023,4.81,4.87,4.75,4.89,4.81,4.94,4.75,2205899,3.3,,308
7.80E+17,Old Town Gem,298862365,Patricia,9/29/2019,"Chicago, IL",within an hour,f,Near North Side,,41.9105181,-87.6431621,Entire home/apt,4,224,2,2,1/2/2023,3/12/2023,5,5,5,5,5,5,5,R22000094260,0.78,"Chicago, IL",308
16716143,Entire Unique Home in Edison Park,30561059,Brendan,4/3/2015,"Chicago, IL",within an hour,t,Edison Park,,42.01312,-87.80916,Entire home/apt,10,191,3,318,2/20/2017,3/12/2023,4.68,4.8,4.51,4.96,4.92,4.87,4.76,R17000015323,4.3,"Chicago, IL",308
53113058,Lincoln Park Living - Suite 1,170785489,Dmd,1/30/2018,"Springfield, IL",within an hour,f,Lincoln Park,,41.93202,-87.6552,Entire home/apt,10,176,2,47,11/14/2021,3/15/2023,4.43,4.43,4.45,4.66,4.55,4.83,4.38,2423660,2.87,"Springfield, IL",308
35945631,"2BR in Andersonville-Walk to train, beach, shops!",1345958,Kamelia And Jordan,10/28/2011,"Chicago, IL",within an hour,t,Uptown,,41.9747,-87.66588,Entire home/apt,4,135,1,71,7/7/2019,12/31/2022,4.58,4.73,4.69,4.79,4.75,4.86,4.52,R22000084449,1.58,"Chicago, IL",308
7.60E+17,South Loop jr 1br w/ pool & gym nr Grant Park,107434423,Blueground,12/16/2016,"New York, NY",within an hour,f,Near South Side,,41.8635073,-87.6237509,Entire home/apt,2,131,32,1,2/24/2023,2/24/2023,5,5,5,5,5,5,5,,1,"New York, NY",308
16246568,★Downtown★Self Check-In★Smart TV★Walk Score 98,51277433,Kanan,12/14/2015,"Chicago, IL",within an hour,t,Near North Side,,41.90081,-87.6326,Private room,2,124,2,208,2/22/2017,6/1/2022,4.79,4.91,4.81,4.91,4.89,4.95,4.75,R17000015177,2.81,"Chicago, IL",308
5.67E+17,Top Floor Medical District 2Bd/2Ba,26995376,Chi,1/31/2015,"Chicago, IL",within an hour,t,Near West Side,,41.8704,-87.68311,Entire home/apt,4,117,32,4,6/22/2022,12/3/2022,5,5,5,5,5,5,4.75,,0.44,"Chicago, IL",308
7.32E+17,Lovely studio unit with private kitchen and bath,418337049,Myra,8/13/2021,Unknown,within an hour,f,South Shore,,41.76682,-87.56685,Entire home/apt,2,71,32,2,10/12/2022,10/17/2022,4.5,4.5,4.5,4.5,4.5,3,5,R01928374651,0.38,,308
41886216,Modern Oasis 4min to University & Hospital,11910936,Karen,2/3/2014,"Chicago, IL",within an hour,f,Woodlawn,,41.78283,-87.60831,Private room,2,59,10,11,5/19/2020,2/3/2023,4.91,4.91,4.55,4.91,4.91,4.64,4.91,R21000074029,0.32,"Chicago, IL",308
5.99E+17,Rustic BR w/ full size bed - 2 min Walk to CTA,436959191,Yan Na,12/21/2021,Unknown,within an hour,f,Bridgeport,,41.84752,-87.64548,Private room,2,40,1,33,5/16/2022,3/1/2023,4.48,4.67,4.09,4.88,4.79,4.39,4.58,R22000080118,3.21,,308
6.66E+17,Private Bedroom in Pilsen: Olive Room,468284714,Lucien,7/8/2022,"Chicago, IL",within a few hours,f,Lower West Side,,41.85733,-87.64468,Private room,2,30,1,9,10/2/2022,2/2/2023,4.33,4.22,4.22,4.67,4.22,4.67,4.22,R22000087665,1.6,"Chicago, IL",308
11205769,3 BR unit next to Wrigley Field,1410585,Aina,11/15/2011,Unknown,within an hour,f,Lake View,,41.94702,-87.65285,Entire home/apt,10,329,2,62,4/18/2016,3/13/2023,4.7,4.78,4.43,4.88,4.78,4.95,4.59,R19000049434,0.74,,309
18722151,House 3BED/2BATH/1PARKING close to Downtown & Lake,129809208,Junni,5/11/2017,"Chicago, IL",within an hour,t,West Ridge,,41.99226,-87.67851,Entire home/apt,6,314,3,130,5/22/2017,10/23/2022,4.91,4.94,4.94,4.99,4.95,4.8,4.84,R17000015469,1.83,"Chicago, IL",309
36483933,Wicker Park House w Garage & Hot Tub Best Location,198816946,Rodrigo,6/29/2018,"Mérida, Mexico",within an hour,f,West Town,,41.90427017,-87.67871857,Entire home/apt,6,313,3,33,8/26/2019,12/22/2022,4.42,4.64,4.58,4.7,4.52,5,4.55,R21000075602,0.76,"Mérida, Mexico",309
5.54E+17,"53 Floor MagMile Penthouse Views, Balcony, Pool",22796024,James,10/21/2014,Unknown,within an hour,t,Near North Side,,41.89162,-87.62786,Entire home/apt,6,268,4,3,5/2/2022,1/14/2023,5,5,5,5,5,5,5,2210737,0.28,,309
49994878,"Gold Coast 2BR w/ Gym, Roof, nr Water Tower",107434423,Blueground,12/16/2016,"New York, NY",within an hour,f,Near North Side,,41.8986092,-87.6206819,Entire home/apt,4,235,32,1,12/29/2021,12/29/2021,4,5,4,5,3,5,4,32+ Days Listing,0.07,"New York, NY",309
20227969,Historic campus home UofC Prof owned top location,143937691,Caryl,8/2/2017,"Chicago, IL",within an hour,t,Hyde Park,,41.79346,-87.59767,Private room,4,169,2,67,8/13/2017,1/15/2023,4.93,4.85,5,4.99,4.96,4.99,4.91,R21000074380,0.98,"Chicago, IL",309
6.60E+17,"Lincoln Square Oasis - Bright, clean studio",1676552,Erika,1/30/2012,"Chicago, IL",within an hour,t,Lincoln Square,,41.9669264,-87.6944962,Entire home/apt,3,164,3,5,8/7/2022,1/2/2023,5,5,5,5,5,5,5,R22000086269,0.67,"Chicago, IL",309
5874798,Private bedroom/bath/entry in Lakeview,30507677,Dorene,4/2/2015,"Chicago, IL",within an hour,t,Lake View,,41.93955,-87.65904,Private room,2,99,2,282,4/20/2015,12/18/2022,4.9,4.92,4.86,4.92,4.97,4.95,4.85,R17000013387,2.93,"Chicago, IL",309
7.22E+17,Cheerful 1-bedroom with connected private bathroom,480727298,Kelsey,9/23/2022,Unknown,within an hour,f,Logan Square,,41.92958,-87.72231,Private room,2,87,1,7,10/9/2022,3/6/2023,5,5,4.86,5,5,5,5,R22000089343,1.3,,309
7.35E+17,31st Bridgeport 1R 2bed/1bath + Free Laundry,100782278,Chicago Furnished,10/22/2016,Unknown,within a few hours,t,Bridgeport,,41.83819,-87.65802,Entire home/apt,4,70,32,2,10/24/2022,11/22/2022,5,5,5,4.5,5,5,5,R22000077689,0.41,,309
634310,The Stained Glass Apt. Edgewater #1,2915265,Felice,7/12/2012,"Chicago, IL",within an hour,t,Edgewater,,41.99688,-87.66449,Private room,2,70,2,110,9/4/2012,3/13/2023,4.92,4.94,4.89,4.95,4.96,4.94,4.92,R18000034164,0.86,"Chicago, IL",309
5.57E+17,Office Room Style - 9min to Downtown & Chinatown,400968782,Brothers Inn,5/10/2021,Unknown,within an hour,f,Bridgeport,,41.83175,-87.64454,Private room,2,39,1,48,2/13/2022,2/26/2023,4.54,4.77,4.33,4.65,4.69,4.52,4.71,R22000076743,3.6,,309
18194698,Stunning Lincoln Park Single Family Home with Fun Game Room,110985389,Josh,1/11/2017,"Chicago, IL",within an hour,t,Lincoln Park,,41.91462,-87.64906,Entire home/apt,12,629,3,63,4/21/2017,10/17/2022,4.92,4.9,4.95,4.95,4.92,4.92,4.66,R17000013083,0.88,"Chicago, IL",310
48770960,The Waveland Room 4 Bed/4bath Private Roof-Deck!,393130295,Hymie,3/18/2021,"Chicago, IL",within a few hours,t,Lake View,,41.9494,-87.65936,Entire home/apt,16,629,2,32,6/20/2021,1/15/2023,4.91,5,4.44,4.94,4.69,4.91,4.75,R21000062168,1.5,"Chicago, IL",310
51640108,Beautiful Roscoe Village/Hamlin Park 4 bed 3 bath,418334552,John,8/13/2021,Unknown,within an hour,f,North Center,,41.935001,-87.680901,Entire home/apt,8,625,2,2,6/6/2022,6/12/2022,5,5,5,5,5,5,4,R22000082434,0.21,,310
44132383,The Orleans - Floor 2: Private roofdeck Patio!,170785489,Dmd,1/30/2018,"Springfield, IL",within an hour,f,Near North Side,,41.8964,-87.63764,Entire home/apt,16,540,2,11,6/13/2021,2/9/2023,4.73,4.73,4.55,4.91,4.91,4.55,4.36,2570163,0.51,"Springfield, IL",310
50678129,University Manor upscale mansion for campus visits,143937691,Caryl,8/2/2017,"Chicago, IL",within an hour,t,Hyde Park,,41.79915237,-87.59937286,Entire home/apt,8,514,2,28,10/17/2021,3/16/2023,4.96,4.96,5,4.96,4.96,4.96,4.82,R21000074380,1.62,"Chicago, IL",310
6.25E+17,Large 5-BR House with 4 Parking next to Transit,15105520,Tian,5/4/2014,"Chicago, IL",within an hour,t,North Lawndale,,41.85588,-87.71574,Entire home/apt,15,460,2,29,6/26/2022,3/12/2023,4.83,4.83,4.69,5,5,4.38,4.76,R22000088274,3.26,"Chicago, IL",310
53432585,Sun Soaked West Loop Penthouse - Private Rooftop,56248298,Reggie,1/26/2016,"Chicago, IL",within an hour,t,West Town,,41.88964,-87.66176,Entire home/apt,7,380,2,17,4/14/2022,3/12/2023,5,5,4.94,5,5,4.88,4.88,R22000077319,1.5,"Chicago, IL",310
26700761,Ukrainian Village 3 Bedroom Apartment,156756068,Larissa,10/30/2017,"Chicago, IL",within an hour,t,West Town,,41.8992,-87.68148,Entire home/apt,5,200,3,71,8/19/2018,11/20/2022,4.93,4.94,4.9,4.93,4.92,4.96,4.87,R21000073959,1.27,"Chicago, IL",310
51192318,French Design-Inspired West Loop Apartment with Private Balcony & Large Backyard,143431215,Carolyn,7/31/2017,"Chicago, IL",within an hour,t,West Town,,41.89081,-87.66279,Entire home/apt,4,137,1,71,8/1/2021,3/12/2023,4.96,4.99,4.89,4.99,4.9,4.85,4.92,2476077,3.57,"Chicago, IL",310
50897462,Boho Nook In Vintage Building By O’Hare,49963831,Mariella,11/26/2015,"New York, NY",within a day,t,Belmont Cragin,,41.93846,-87.75799,Entire home/apt,4,125,32,5,4/11/2022,2/4/2023,5,5,5,5,5,5,5,,0.44,"New York, NY",310
6.21E+17,LOVELY 2 BEDROOM/NEAR MCCORMICK PLACE AND DOWNTOWN,447901168,Deonte,3/4/2022,"Miami, FL",within a few hours,f,Douglas,,41.84146,-87.61678,Entire home/apt,8,114,1,14,8/20/2022,2/26/2023,4.29,4.5,4.5,4.36,4.57,4.14,4.43,R22000084329,1.98,"Miami, FL",310
38351431,"Luxury Stay - Claridge House, Two Queen Room",279208831,Claridge House Hotel,7/25/2019,"Chicago, IL",within an hour,f,Near North Side,,41.90524,-87.63049,Private room,4,102,1,127,12/19/2020,3/4/2023,4.39,4.5,4.56,4.62,4.48,4.82,4.48,2457970,4.64,"Chicago, IL",310
33753806,Underwater BunkBed room for4 +Complimentary BIKES,220328753,Nathaly,10/13/2018,"Chicago, IL",within an hour,t,Near West Side,,41.86644,-87.65344,Private room,4,99,2,75,5/5/2019,1/3/2023,4.8,4.92,4.83,4.95,4.88,4.91,4.69,R19000038537,1.59,"Chicago, IL",310
34819360,Historic Pullman/Color Splash/Great Neighborhood,156698136,Dave & K. Dale,10/29/2017,"Illinois, United States",within an hour,t,Pullman,,41.6882,-87.60491,Entire home/apt,4,99,2,85,9/1/2019,12/28/2022,4.86,4.89,4.76,4.95,4.95,4.75,4.82,R19000042635,1.97,"Illinois, United States",310
21712790,Adorable 1 bedroom with free street parking,86333405,Keenan,7/27/2016,"East Saint Louis, IL",within an hour,f,Edgewater,,41.99469115,-87.66967782,Entire home/apt,4,85,1,3,2/20/2023,3/14/2023,4.67,4.33,5,4.67,4.33,4.67,4.67,R23000095441,3,"East Saint Louis, IL",310
7.92E+17,Sophisticated King Bedroom,5915923,Meghan Anne,4/14/2013,"Chicago, IL",within an hour,t,Washington Park,,41.7977608,-87.60630402,Private room,2,73,1,10,1/2/2023,3/9/2023,5,5,5,5,5,5,5,R22000095232,3.9,"Chicago, IL",310
28948015,Master Bedrm with private bathrm/large closet MB1,18714715,Aiste,7/23/2014,"Chicago, IL",within a few hours,t,Near West Side,,41.88048,-87.68637,Private room,2,60,32,10,5/25/2019,9/15/2022,4.8,4.9,4.7,4.9,5,4.6,4.9,R17000014214,0.22,"Chicago, IL",310
6957805,"Teal Room - King Bed, near CTA, 20min to Downtown",22608682,Ryan,10/16/2014,"Chicago, IL",within an hour,f,East Garfield Park,,41.88302,-87.7096,Private room,4,49,1,495,12/20/2015,3/5/2023,4.72,4.83,4.69,4.92,4.86,4.34,4.78,R22000094288,5.61,"Chicago, IL",310
6.55E+17,Luxurious 4br Gold Coast Duplex Penthouse/sleeps 8,243035563,Studebecker,2/13/2019,"Skokie, IL",within an hour,f,Near North Side,,41.90188,-87.62581,Entire home/apt,8,640,2,32,7/6/2022,3/10/2023,4.88,4.75,4.66,4.94,5,5,4.72,2792126,3.74,"Skokie, IL",311
6.39E+17,IMMACULATE Brand New Penthouse Chicago!!,314190718,Ben,12/3/2019,Unknown,within an hour,f,Near West Side,,41.88161,-87.66921,Entire home/apt,14,555,2,24,7/7/2022,3/15/2023,4.67,4.75,4.75,4.92,4.83,4.88,4.71,R19000051609,2.81,,311
43555956,Newly-renovated historic home in Logan Square,8389213,Danny,8/25/2013,"Chicago, IL",within an hour,t,Logan Square,,41.9239,-87.70882,Entire home/apt,6,198,4,61,8/24/2020,2/10/2023,5,4.98,4.9,4.98,4.98,4.98,4.92,R20000056919,1.95,"Chicago, IL",311
5231461,Modern/Spacious 2BR/2BA West Town,27074701,Charissa,2/1/2015,"Chicago, IL",within a few hours,t,West Town,,41.90168,-87.693,Entire home/apt,4,170,3,206,4/18/2015,1/22/2023,4.9,4.91,4.95,5,4.98,4.81,4.86,R21000072504,2.14,"Chicago, IL",311
42361025,Clean & Cozy Entire 3 bdrm Unit 7 Miles frm dwntwn,143617165,Alma L.,7/31/2017,"Chicago, IL",within an hour,t,Austin,,41.87987,-87.748,Entire home/apt,8,143,1,111,2/29/2020,3/5/2023,4.79,4.9,4.79,4.97,4.95,4.28,4.83,R20000054241,2.99,"Chicago, IL",311
52521020,"UChicago, Shops + Eats, Lake | Gym + W&D | Zencity",47172572,Zencity,10/22/2015,"Chicago, IL",within an hour,f,Hyde Park,,41.79997,-87.59133,Entire home/apt,5,127,1,31,10/18/2021,3/16/2023,4.42,4.61,4.13,4.52,4.55,4.77,4.48,R22000079481,1.8,"Chicago, IL",311
7.33E+17,Luxe Modern Art Inspired Apartment,482780034,Kiana,10/8/2022,"Chicago, IL",within an hour,f,East Garfield Park,,41.88679253,-87.7136405,Entire home/apt,5,85,1,5,2/10/2023,3/15/2023,4.6,4.6,4.6,4.8,5,4.6,4.8,R23000096269,3.95,"Chicago, IL",311
26638174,Al's Oasis Chicago,195024981,Al,6/11/2018,"Chicago, IL",within an hour,t,Irving Park,,41.94856,-87.70343,Private room,2,65,2,121,8/6/2018,11/14/2022,4.93,4.95,4.99,4.93,4.99,4.89,4.88,R18000031960,2.15,"Chicago, IL",311
6576714,Private BR;Parking by UofC/HydePark,34396037,Kristy,5/27/2015,"Chicago, IL",within an hour,t,Woodlawn,,41.77555,-87.59546,Private room,3,60,2,116,7/6/2015,2/26/2023,4.92,4.9,4.89,4.95,4.96,4.59,4.83,R21000075107,1.24,"Chicago, IL",311
21177789,"HydePark002, UC, NavyPier, Chinatown, freeparking",140160049,Zen Chicago,7/13/2017,"Chicago, IL",within an hour,t,Kenwood,,41.80384,-87.60391,Private room,2,59,1,205,10/6/2017,3/6/2023,4.91,4.89,4.96,4.94,4.91,4.65,4.89,R19000050939,3.09,"Chicago, IL",311
25682427,711 The Penthouse,193316326,Sameer,6/3/2018,"Chicago, IL",within an hour,t,West Town,,41.89565,-87.65181,Entire home/apt,16,1142,2,105,6/10/2018,3/12/2023,4.93,4.94,4.94,4.91,4.93,4.94,4.81,R22000086251,1.81,"Chicago, IL",312
21161463,Historic Chicago Home in the Heart of Rogers Park,5468317,Brian,3/14/2013,"Chicago, IL",within an hour,f,Rogers Park,,42.01041798,-87.6644308,Entire home/apt,12,518,1,60,11/25/2017,1/1/2023,4.95,4.81,4.69,4.98,4.92,4.95,4.86,R22000094767,0.93,"Chicago, IL",312
6.27E+17,McCormick 420 friendly 3BR/2BA/sleeps 8/Parking,243035563,Studebecker,2/13/2019,"Skokie, IL",within an hour,f,Near South Side,,41.85264,-87.62352,Entire home/apt,8,309,2,20,6/13/2022,3/7/2023,4.8,4.9,4.85,4.55,4.95,4.8,4.75,2792126,2.14,"Skokie, IL",312
7.55E+17,"NEW! Cozy-Chic Home: Walkable Area, Near Wrigley!",121719854,Evolve,3/20/2017,United States,within an hour,f,Lake View,,41.93889,-87.65292,Entire home/apt,10,227,2,1,1/15/2023,1/15/2023,5,5,5,5,5,5,5,R21000071302,0.47,United States,312
49633980,Perfect for Friends - Includes Parking for 2!,241553892,Samir,2/6/2019,"Chicago, IL",within an hour,f,Lake View,,41.94735,-87.65889,Entire home/apt,10,226,1,67,5/31/2021,3/12/2023,4.85,4.85,4.78,4.93,4.99,4.96,4.66,R22000085298,3.05,"Chicago, IL",312
24329678,Amazing Outdoor Space and Balconies - Reserved Parking -  3 Levels - Fabulous Wicker Park Location,1563274,Chris,1/3/2012,"Chicago, IL",within an hour,f,West Town,,41.90433,-87.67694,Entire home/apt,14,214,1,68,1/31/2020,3/14/2023,4.66,4.75,4.37,4.76,4.88,4.91,4.56,R22000076826,1.78,"Chicago, IL",312
6.20E+17,2 BEDROOM LAKEVIEW/WRIGLEY FIELD APARTMENT,420088902,Peace,8/25/2021,"Chicago, IL",within an hour,t,Lake View,,41.93996,-87.66805,Entire home/apt,6,202,2,18,7/1/2022,3/13/2023,4.72,4.89,4.72,4.94,4.94,4.89,4.5,R21000071772,2.06,"Chicago, IL",312
5.96E+17,Safest Area home #1 in Roscoe Village next to park,431747836,Paria & Damoon,11/13/2021,Unknown,within an hour,t,North Center,,41.93885,-87.67942,Entire home/apt,4,179,3,10,4/10/2022,3/4/2023,4.8,4.6,4.8,5,5,4.8,4.7,R21000075997,0.87,,312
37182856,Fun & cozy getaway w/POOL/game room/FREE parking,43789987,Tamara And Tony,9/9/2015,"Chicago, IL",within an hour,t,Logan Square,,41.9266,-87.69645,Entire home/apt,6,170,2,14,10/5/2022,3/13/2023,5,4.93,5,5,5,4.93,5,R22000088942,2.53,"Chicago, IL",312
18638839,⭐️Walk + Transit Score 90+⭐️Pvt Bathroom⭐️3rd Fl⭐️,51277433,Kanan,12/14/2015,"Chicago, IL",within an hour,t,Near North Side,,41.90107,-87.63298,Private room,4,160,2,150,8/22/2017,1/1/2023,4.76,4.8,4.74,4.85,4.85,4.95,4.67,R17000015177,2.21,"Chicago, IL",312
8827052,"Comfortable Home Base, Close to Everything!",46235072,Irv & Shelly,10/10/2015,"Chicago, IL",within an hour,t,Near West Side,,41.87728,-87.66383,Entire home/apt,4,149,2,308,1/29/2016,3/17/2023,4.95,4.96,4.94,4.99,4.98,4.92,4.88,R21000072401,3.54,"Chicago, IL",312
12536277,Great Edgewater/Andersonville Suite,54202421,Tripp & Todd,1/11/2016,"Chicago, IL",within a few hours,t,Edgewater,,41.98444,-87.66225,Private room,4,133,2,177,5/10/2016,1/15/2023,4.94,4.98,4.99,4.98,4.99,4.97,4.93,R17000014863,2.12,"Chicago, IL",312
7.41E+17,Experience Andersonville!,445364302,Kennan,2/16/2022,"Chicago, IL",within an hour,f,Edgewater,,41.97662,-87.67151,Entire home/apt,4,131,2,2,1/9/2023,3/12/2023,5,5,5,5,5,5,5,R22000093853,0.86,"Chicago, IL",312
32668765,Logan square apartment,173706590,Luis,2/16/2018,"Chicago, IL",within an hour,f,Logan Square,,41.91786,-87.69892,Entire home/apt,6,120,2,77,3/16/2019,10/23/2022,4.57,4.78,4.71,4.82,4.84,4.95,4.79,R22000085810,1.58,"Chicago, IL",312
43835556,Paradise on the Park,83740151,Ryan,7/14/2016,"Chicago, IL",within an hour,t,West Town,,41.89359,-87.6896,Entire home/apt,2,120,2,125,9/6/2020,3/13/2023,4.94,4.94,4.99,4.98,4.98,4.98,4.92,R20000057877,4.05,"Chicago, IL",312
39730210,A+ on Addison - Steps to Wrigley Field - Let's Go Cubs!,68165199,Ian,4/20/2016,"Chicago, IL",within an hour,t,Lake View,,41.94706,-87.65211,Entire home/apt,7,116,1,59,11/17/2019,1/10/2023,4.78,4.78,4.76,4.95,4.97,4.98,4.64,R19000049433,1.45,"Chicago, IL",312
29818213,North next to Michigan Ave: 1Br + Balcony!,63313003,K,3/17/2016,"Chicago, IL",within a few hours,f,Near North Side,,41.89598,-87.632,Entire home/apt,4,101,32,3,9/8/2019,11/23/2022,5,5,4.67,5,4.67,5,4.67,City registration pending,0.07,"Chicago, IL",312
40532205,Cozy 2BD/1BA in Charming Logan Square,12011216,Mark,2/6/2014,"Chicago, IL",within an hour,f,Logan Square,,41.92846,-87.7014,Entire home/apt,5,95,2,121,12/15/2019,1/15/2023,4.69,4.85,4.69,4.96,4.95,4.97,4.83,R19000051605,3.05,"Chicago, IL",312
34995696,Heart Of Wicker Park Studio Walk To The Train!,10917550,Nicky,12/30/2013,"Chicago, IL",within an hour,f,West Town,,41.90465,-87.67233,Entire home/apt,4,90,1,58,6/3/2019,2/27/2023,4.34,4.52,4.48,4.66,4.67,4.93,4.22,R22000078443,1.26,"Chicago, IL",312
18224208,Dugout in Wrigleyville,40319547,Josh,8/2/2015,"Chicago, IL",within an hour,t,Lake View,,41.94876,-87.65879,Entire home/apt,4,81,2,261,5/22/2017,2/6/2023,4.82,4.91,4.91,4.98,4.98,4.99,4.79,R21000073173,3.68,"Chicago, IL",312
5996942,"Spacious suite near CTA/orange line, McKinley Park",30836055,Ying,4/8/2015,"Rockville, MD",within an hour,f,Mckinley Park,,41.82983,-87.67544,Entire home/apt,2,52,2,139,5/23/2016,12/19/2022,4.6,4.66,4.8,4.82,4.92,4.69,4.61,R19000051601,1.67,"Rockville, MD",312
7.07E+17,NEW! Updated Chicago Home < 1 Mi to Lincoln Park!,121719854,Evolve,3/20/2017,United States,within an hour,f,Lake View,,41.93784,-87.64018,Entire home/apt,12,640,2,6,9/26/2022,3/5/2023,4.67,4.33,5,4.5,4,4.67,4.5,R22000080007,1.03,United States,313
7.83E+17,Luxury 2 Bedroom Apartment,48024929,D,11/2/2015,"Chicago, IL",within an hour,f,Armour Square,,41.83841493,-87.63199889,Entire home/apt,5,159,2,5,2/13/2023,3/12/2023,4.8,4.8,4.6,4.8,5,5,4.8,R23000095769,4.29,"Chicago, IL",313
7.12E+17,McCormick Place Studio/parking/sleeps up to 4,395498979,Milan,4/4/2021,"Chicago, IL",within an hour,t,Near South Side,,41.85433,-87.62337,Entire home/apt,4,157,2,20,9/16/2022,3/15/2023,4.9,4.95,4.9,4.95,4.95,4.9,4.85,2792126,3.24,"Chicago, IL",313
9078918,Amazing Condo steps from Wrigley Field!,40319547,Josh,8/2/2015,"Chicago, IL",within an hour,t,Lake View,,41.94888,-87.65869,Entire home/apt,12,156,2,370,12/26/2015,2/26/2023,4.83,4.87,4.83,4.94,4.97,4.98,4.79,2683850,4.2,"Chicago, IL",313
8.17E+17,5min to Wicker & DT | Lux Flat + W&D | Zencity,47172572,Zencity,10/22/2015,"Chicago, IL",within an hour,f,West Town,,41.89461069,-87.65319971,Entire home/apt,3,152,2,4,2/18/2023,3/12/2023,4.5,4.5,4,4.5,4.75,4.75,4.5,R21000062563,4,"Chicago, IL",313
52771197,Lovely 4-bedroom condo with indoor fireplace,251802469,Brandon,3/28/2019,"Seattle, WA",within an hour,t,Woodlawn,,41.77905,-87.61224,Entire home/apt,8,132,2,36,12/19/2021,3/12/2023,4.75,4.89,4.72,4.92,4.81,4.17,4.64,R23000096253,2.37,"Seattle, WA",313
7.19E+17,Lovely condo studio,480156301,Angelo,9/19/2022,Unknown,within an hour,f,Uptown,,41.97424,-87.65141,Entire home/apt,4,125,1,1,12/18/2022,12/18/2022,5,5,5,5,5,5,5,R22000091323,0.33,,313
